,Unnamed: 0.1,Unnamed: 0,date,time,avgMeasuredTime,vehicleCount,dewptm,hum,pressurem,tempm,wdird,wspdm,POINT_1_STREET,POINT_2_STREET,POINT_1_CITY,POINT_2_CITY,POINT_1_LAT,POINT_2_LAT,POINT_1_LNG,POINT_2_LNG
827,827,827,2014-09-05,0,64.0,0,8.0,81.0,1024.0,11.0,76.66666666666667,2.466666666666667,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
828,828,828,2014-09-05,1,58.66666666666666,8,7.333333333333333,81.66666666666667,1023.3333333333334,9.666666666666666,60.0,1.9,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
829,829,829,2014-09-05,2,67.0,0,7.0,84.33333333333333,1023.3333333333334,9.0,120.0,1.2666666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
830,830,830,2014-09-05,3,67.5,25,6.333333333333333,83.33333333333333,1022.3333333333334,8.666666666666666,360.0,4.65,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
831,831,831,2014-09-05,4,72.54545454545455,137,5.666666666666667,84.0,1022.3333333333334,7.666666666666667,175.0,0.6333333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
832,832,832,2014-09-05,5,71.25,129,5.333333333333333,84.33333333333333,1021.6666666666666,7.333333333333333,116.66666666666669,0.6333333333333333,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
833,833,833,2014-09-05,6,73.6,175,5.0,85.33333333333333,1021.3333333333334,7.0,130.0,1.2666666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
834,834,834,2014-09-05,7,70.75,102,6.0,87.33333333333333,1021.0,7.666666666666667,160.0,2.8,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
835,835,835,2014-09-05,8,70.08333333333333,96,10.666666666666666,90.0,1020.3333333333334,12.333333333333334,75.0,4.933333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
836,836,836,2014-09-05,9,65.66666666666667,92,12.666666666666666,85.33333333333333,1020.3333333333334,14.666666666666666,76.66666666666667,13.0,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
837,837,837,2014-09-05,10,69.0,100,12.0,76.0,1020.3333333333334,16.0,80.0,13.6,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
838,838,838,2014-09-05,11,68.08333333333333,80,12.0,71.66666666666667,1020.0,16.666666666666668,90.0,14.2,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
839,839,839,2014-09-05,12,67.41666666666667,90,12.0,68.66666666666667,1019.6666666666666,17.333333333333332,90.0,13.6,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
840,840,840,2014-09-05,13,66.33333333333333,98,12.666666666666666,65.0,1019.3333333333334,18.666666666666668,90.0,14.2,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
841,841,841,2014-09-05,14,67.25,92,12.666666666666666,64.33333333333333,1018.6666666666666,19.0,86.66666666666667,14.2,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
842,842,842,2014-09-05,15,68.7,56,13.0,67.66666666666667,1018.3333333333334,18.33333333333333,80.0,12.966666666666669,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
843,843,843,2014-09-05,16,65.77777777777777,36,13.0,70.33333333333333,1017.6666666666666,18.0,66.66666666666667,11.733333333333334,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
844,844,844,2014-09-05,17,63.45454545454545,25,13.0,71.0,1017.3333333333334,18.0,60.0,12.366666666666667,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
845,845,845,2014-09-05,18,66.75,14,14.0,70.66666666666667,1016.6666666666666,18.666666666666668,73.33333333333333,11.1,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
846,846,846,2014-09-05,19,69.75,25,12.333333333333334,62.66666666666666,1016.3333333333334,19.0,110.0,11.1,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
847,847,847,2014-09-05,20,67.0,16,11.0,60.0,1016.3333333333334,18.33333333333333,130.0,10.5,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
848,848,848,2014-09-05,21,68.0,10,11.333333333333334,64.66666666666667,1016.3333333333334,17.333333333333332,130.0,11.766666666666666,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
849,849,849,2014-09-05,22,56.41666666666666,3,11.333333333333334,66.0,1016.3333333333334,17.0,130.0,12.366666666666667,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
850,850,850,2014-09-05,23,71.18181818181819,12,12.333333333333334,73.0,1016.3333333333334,16.666666666666668,86.66666666666667,5.6000000000000005,Søftenvej,Søftenvej,Aarhus,Aarhus,56.21497892,56.20852027,10.1396957,10.16103839
